value,count,class,zone,group
0.4334,205,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4335,295,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4336,55,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4337,45,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4338,187,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4339,33,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.434,55,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4341,40,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4342,25,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4343,8,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4344,14,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4345,180,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4346,22,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4347,178,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4348,39,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4349,93,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.435,24,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4351,121,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4352,10,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4353,32,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4354,81,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4355,19,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4356,23,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4357,370,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4358,22,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4359,59,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.436,7,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4361,24,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4362,35,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4363,64,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4364,137,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4365,15,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4366,126,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4367,15,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4368,44,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4369,85,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.437,179,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4371,304,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4372,30,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4373,22,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4374,22,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4375,234,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4376,46,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4377,90,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4378,61,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4379,190,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.438,89,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4381,39,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4382,17,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4383,78,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4384,24,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4385,38,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4386,14,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4387,313,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4388,110,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4389,40,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.439,20,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4391,147,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4392,109,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4393,75,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4394,51,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4395,29,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4396,33,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4397,25,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4398,25,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4399,6,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.44,63,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4401,219,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4402,57,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4403,17,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4404,32,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4405,58,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4406,13,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4407,385,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4408,134,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4409,22,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.441,28,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4411,11,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4412,39,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4413,41,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4414,242,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4415,204,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4416,11,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4417,29,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4418,150,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4419,50,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.442,15,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4421,10,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4422,13,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4423,4,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4424,93,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4425,190,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4426,52,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4427,142,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4428,8,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4429,101,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.443,197,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4431,101,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4432,418,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4433,63,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4434,16,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4435,122,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4436,102,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4437,52,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4438,17,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4439,288,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.444,62,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4441,42,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4442,51,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4443,10,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4444,68,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4445,35,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4446,291,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4447,17,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4448,90,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4449,62,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.445,85,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4451,175,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4452,38,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4453,119,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4454,206,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4455,68,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4456,130,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4457,14,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4458,96,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4459,129,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.446,60,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4461,61,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4462,38,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4463,29,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4464,76,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4465,120,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4466,49,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4467,36,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4468,35,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4469,35,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.447,226,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4471,81,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4472,114,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4473,57,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4474,42,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4475,120,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4476,30,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4477,144,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4478,70,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4479,285,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.448,50,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4481,32,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4482,58,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4483,46,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4484,29,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4485,10,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4486,95,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4487,94,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4488,21,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4489,115,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.449,15,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4491,43,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4492,113,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4493,199,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4494,42,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4495,20,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4496,59,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4497,588,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4498,17,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4499,33,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.45,107,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4501,14,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4502,12,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4503,25,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4504,208,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4505,40,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4506,34,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4507,47,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4508,55,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4509,191,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.451,36,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4511,156,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4512,30,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4513,20,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4514,52,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4515,27,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4516,21,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4517,83,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4518,68,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4519,125,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.452,51,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4521,163,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4522,13,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4523,32,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4524,12,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4525,28,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4526,91,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4527,10,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4528,30,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4529,296,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.453,13,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4531,24,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4532,77,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4533,267,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4534,434,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4535,200,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4536,83,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4537,71,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4538,95,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4539,26,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.454,35,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4541,38,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4542,3,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4543,3,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4544,69,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4545,3,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4546,7,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4547,32,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4548,36,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4549,53,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.455,38,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4551,29,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4552,39,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4553,312,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4554,21,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4555,21,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4556,13,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4557,13,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4558,75,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4559,159,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.456,239,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4561,7,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4562,65,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4563,11,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4564,17,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4565,27,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4566,31,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4567,20,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4568,32,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4569,15,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.457,65,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4571,8,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4572,45,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4573,407,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4574,114,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4575,33,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4576,263,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4577,39,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4578,33,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4579,110,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.458,114,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4581,76,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4582,160,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4583,3,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4584,13,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4585,17,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4586,137,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4587,12,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4588,95,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4589,51,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.459,40,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4591,60,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4592,48,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4593,190,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4594,73,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4595,56,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4596,8,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4597,3,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4598,226,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4599,66,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.46,217,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4601,65,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4602,34,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4603,60,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4604,68,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4605,130,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4606,128,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4607,9,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4608,35,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4609,46,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.461,16,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4611,81,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4612,265,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4613,53,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4614,23,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4615,15,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4616,101,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4617,39,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4618,571,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4619,131,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.462,47,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4621,15,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4622,9,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4623,25,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4624,4,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4625,9,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4626,124,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4627,18,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4628,9,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4629,29,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.463,45,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4631,32,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4632,515,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4633,25,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4634,92,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4635,80,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4636,55,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4637,15,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4638,40,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4639,78,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.464,56,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4641,36,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4642,67,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4643,88,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4644,21,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4645,22,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4646,20,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4647,62,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4648,27,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4649,6,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.465,12,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4651,67,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4652,34,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4653,39,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4654,62,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4655,128,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4656,132,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4657,26,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4658,131,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4659,18,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.466,32,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4661,38,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4662,86,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4663,491,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4664,123,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4665,79,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4666,29,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4667,41,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4668,25,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4669,31,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.467,53,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4671,73,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4672,590,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4673,18,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4674,23,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4675,93,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4676,48,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4677,68,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4678,87,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4679,105,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.468,209,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4681,23,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4682,9,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4683,4,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4684,29,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4685,2,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4686,39,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4687,23,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4688,24477,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4689,78,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.469,16,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4691,134,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4692,245,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4693,41,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4694,7,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4695,44,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4696,74,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4697,23,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4698,116,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4699,143,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.47,90,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4701,30,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4702,92,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4703,163,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4704,158,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4705,561,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4706,76,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4707,26,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4708,229,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4709,24,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.471,33,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4711,24762,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4712,542,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4713,12,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4714,19173,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4715,83,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4716,40,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4717,237,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4718,70,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4719,45,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.472,16,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4721,31,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4722,404,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4723,4491,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4724,51,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4725,1285,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4726,26,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4727,38,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4728,76,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4729,13,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.473,78,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4731,105,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4732,60,Tropical & Subtropical Coniferous Forests,3,Invertebrades
0.4733,54,Tropical & Subtropical Coniferous Forests,3,Invertebrades
